Restaurant_Name	Restaurant_URL	Cuisine_Type	Address
Frere de Lys	/ny/new-york/400847-frere-de-lys/menu/	French, Alcohol	1685 1st Ave New York, NY, 10128
Barfly	/ny/new-york/252028-barfly/menu/	American, Bar Food	244 3rd Ave New York, NY, 10010
McNulty's Tea & Coffee Company	/ny/new-york/285653-mcnulty-s-tea-coffee-company/menu/	Coffee & Tea, Teahouses	109 Christopher St New York, NY, 10014
Il Gnocchi Restaurant	/ny/new-york/366861-il-gnocchi-restaurant/menu/	Italian	118 E 116th St New York, NY, 10029
Dorian's Seafood Market	/ny/new-york/349824-dorian-s-seafood-market/menu/	Seafood	1580 York Ave New York, NY, 10028
Broadway Thai @ Tom & Toon	/ny/new-york/360721-broadway-thai-tom-toon/menu/	Thai, Vegetarian	241 W 51st St New York, NY, 10019
Hudson Station	/ny/new-york/330916-hudson-station/menu/	Sandwiches, Bar Food	440 9th Ave New York, NY, 10001
Fabio Cucina Italiana	/ny/new-york/386216-fabio-cucina-italiana/menu/	Italian	214 E 52nd St New York, NY, 10022
Brasserie Beaumarchais	/ny/new-york/335759-brasserie-beaumarchais/menu/	French	409 W 13th St New York, NY, 10014
Dave's Hoagies	/ny/new-york/336806-dave-s-hoagies/menu/	Sandwiches	26 Cedar St New York, NY, 10038
La Brochette Kosher Steakhouse	/ny/new-york/373425-la-brochette-kosher-steakhouse/menu/	Sushi, Steak, Kosher	340 Lexington Ave New York, NY, 10016
Times Square Diner	/ny/new-york/403522-times-square-diner/menu/	Diner, American	807 8th Ave New York, NY, 10019
Jung Sik	/ny/new-york/331195-jung-sik/menu/	Korean	2 Harrison St New York, NY, 10013
Baba Ghanouge	/ny/new-york/322491-baba-ghanouge/menu/	Middle Eastern, Vegetarian	143 Fulton St New York, NY, 10038
Bits Bites & Baguettes	/ny/new-york/328779-bits-bites-baguettes/menu/	Deli Food, Sandwiches, Bagels, Salads	22 Park Pl New York, NY, 10007
Grill 212	/ny/new-york/345719-grill-212/menu/		212 W 80th St New York, NY, 10024
Louie and Chan	/ny/new-york/378989-louie-and-chan/menu/	Italian, Pizza, Cocktails	303 Broome St New York, NY, 10002
Juice Generation	/ny/new-york/356624-juice-generation/menu/	Sandwiches, Smoothies & Juices, Local/Organic	171 W 4th St New York, NY, 10014
Molloy's Irish Pub	/ny/new-york/355747-molloy-s-irish-pub/menu/	Irish, American, Bar Food	737 9th Ave New York, NY, 10019
The Simone	/ny/new-york/401106-the-simone/menu/	French	151 E 82nd St New York, NY, 10028
Old Tbilisi Garden	/ny/new-york/434361-old-tbilisi-garden/menu/	Eastern European	174 Bleecker St New York, NY, 10012
Hirohisa	/ny/new-york/475880-hirohisa/menu/	Japanese	73 Thompson St New York, NY, 10012
Mikey Likes It	/ny/new-york/476089-mikey-likes-it/menu/	Desserts	199 Avenue A New York, NY, 10009
Mary O's	/ny/new-york/305831-mary-o-s/menu/	Irish, American	32 Avenue A New York, NY, 10009
A Spice Lane	/ny/new-york/403822-a-spice-lane/menu/	Indian, Vegetarian	216 3rd Ave New York, NY, 10003
Ariana	/ny/new-york/386559-ariana/menu/	Russian, Eastern European	140 W Houston St New York, NY, 10012
CAGEN	/ny/new-york/373429-cagen/menu/	Japanese	414 E 9th St New York, NY, 10009
McCoy	/ny/new-york/362214-mccoy/menu/	American (New), Gastropub	89 MacDougal St New York, NY, 10012
Jack's Stir Brew	/ny/new-york/353645-jack-s-stir-brew/menu/	Coffee & Tea, Bagels	138 W 10th St New York, NY, 10014
Hana Michi	/ny/new-york/359738-hana-michi/menu/	Japanese, Sushi	28 W 32nd St 1st Fl New York, NY, 10001
The Grange Bar & Eatery	/ny/new-york/386725-the-grange-bar-eatery/menu/	American (New)	1635 Amsterdam Ave New York, NY, 10031
The Gander	/ny/new-york/389123-the-gander/menu/	American (New)	15 W 18th St New York, NY, 10011
Pizza Boss	/ny/new-york/434458-pizza-boss/menu/	Pizza	1467 2nd Ave New York, NY, 10075
Neary's	/ny/new-york/332158-neary-s/menu/	Irish, American	358 E 57th St New York, NY, 10022
Gimme! Coffee	/ny/new-york/351990-gimme-coffee/menu/	Coffee & Tea	228 Mott St New York, NY, 10012
El Aguila	/ny/new-york/363321-el-aguila/menu/	Mexican	1215 Lexington Ave New York, NY, 10028
El Diablito Taqueria	/ny/new-york/337518-el-diablito-taqueria/menu/	Mexican	60 E 3rd St New York, NY, 10003
Varsano's Chocolate	/ny/new-york/356506-varsano-s-chocolate/menu/	Desserts	172 W 4th St New York, NY, 10014
Nanoosh - Madison Avenue	/ny/new-york/296651-nanoosh-madison-avenue/menu/	Mediterranean, Middle Eastern, Vegetarian, Local/Organic	173 Madison Ave New York, NY, 10016
District Tap House	/ny/new-york/386625-district-tap-house/menu/	American, Gastropub	246 W 38th St New York, NY, 10018
Slane	/ny/new-york/249504-slane/menu/	Irish, Burgers, Bar Food	102 MacDougal St New York, NY, 10012
Restaurant La Libertad	/ny/new-york/335400-restaurant-la-libertad/menu/	Latin American, Central American	3764 Broadway Ave New York, NY, 10032
Thunder Jackson's	/ny/new-york/309467-thunder-jackson-s/menu/	Sandwiches, Wings, Bar Food	169 Bleecker St New York, NY, 10012
The Best of NY Food	/ny/new-york/315544-the-best-of-ny-food/menu/	Deli Food, Sandwiches	150 Water St New York, NY, 10005
Teado	/ny/new-york/354533-teado/menu/	Smoothies & Juices, Asian Fusion, Teahouses	145D Hester St New York, NY, 10002
NY Dosas	/ny/new-york/360758-ny-dosas/menu/	Indian, Vegetarian, Vegan	50 Washington Sq S New York, NY, 10014
Dakota Bar	/ny/new-york/356734-dakota-bar/menu/	American (New), Salads, Cocktails	53 W 72nd St New York, NY, 10023
Better Being Underground	/ny/new-york/359036-better-being-underground/menu/	Sandwiches, Local/Organic	55 Leroy St New York, NY, 10014
Indian Food Truck	/ny/new-york/361653-indian-food-truck/menu/	Indian	Whitehall St New York, NY, 10004
Grandaisy Bakery	/ny/new-york/367228-grandaisy-bakery/menu/	Bakery & Pastries, Coffee & Tea, Pizza, Sandwiches	250 W Broadway New York, NY, 10013
Cantina 1838	/ny/new-york/368568-cantina-1838/menu/		1838 7th Ave New York, NY, 10026
The Peacock	/ny/new-york/385882-the-peacock/menu/	British (Modern)	24 E 39th St New York, NY, 10016
Bay Kitchen Bar	/ny/new-york/478549-bay-kitchen-bar/menu/	Seafood	321 E 73rd St New York, NY, 10021
Cafe 28 Gourmet Deli	/ny/new-york/57046-cafe-28-gourmet-deli/menu/	Sushi, Deli Food, Sandwiches	245 5th Ave New York, NY, 10016
Muk Eun Ji	/ny/new-york/297795-muk-eun-ji/menu/	Barbecue, Korean	34 W 32nd St New York, NY, 10001
West Side Cafe	/ny/new-york/294622-west-side-cafe/menu/	Deli Food, Pizza, Sandwiches, Salads	218 W 72nd St New York, NY, 10023
A1 Sushi Cafe	/ny/new-york/315412-a1-sushi-cafe/menu/	Japanese, Sushi	164 Pearl St New York, NY, 10005
Sabor De Mexico	/ny/new-york/315344-sabor-de-mexico/menu/	Mexican	76 Nassau St New York, NY, 10038
Fresh & Co.	/ny/new-york/315764-fresh-co/menu/	Deli Food, Sandwiches, Salads	45 W 57th St New York, NY, 10019
Guy & Gallard III	/ny/new-york/315803-guy-gallard-iii/menu/		245 W 38th St New York, NY, 10018
Sfilatino Italian Gourmet	/ny/new-york/318255-sfilatino-italian-gourmet/menu/	Italian, Sandwiches	342 W 57th St New York, NY, 10019
Potbelly Sandwich Shop	/ny/new-york/318603-potbelly-sandwich-shop/menu/	Sandwiches	150 E 44th St New York, NY, 10017
Potbelly Sandwich Shop	/ny/new-york/318603-potbelly-sandwich-shop/menu/	Sandwiches	150 E 44th St New York, NY, 10017
Filicori Zecchini	/ny/new-york/318969-filicori-zecchini/menu/	Coffee & Tea	42 E 46th St New York, NY, 10017
La Vie En Szechuan	/ny/new-york/309793-la-vie-en-szechuan/menu/	Chinese	14 E 33rd St New York, NY, 10016
S1 Grocers and Gourmet Deli	/ny/new-york/309851-s1-grocers-and-gourmet-deli/menu/	Deli Food, Sandwiches	172 Allen St New York, NY, 10002
Joey Pepperoni's Pizza	/ny/new-york/311034-joey-pepperoni-s-pizza/menu/	Pizza	493 2nd Ave New York, NY, 10016
Nemo	/ny/new-york/300309-nemo/menu/	Korean	54 E 13th St New York, NY, 10003
Ninth Ward	/ny/new-york/332228-ninth-ward/menu/	Cajun & Creole, Cocktails	180 2nd Ave New York, NY, 10003
Eros Meze	/ny/new-york/334278-eros-meze/menu/	Greek, Mediterranean, Tapas	447 3RD AVE New York, NY, 10016
Savory and Sweet	/ny/new-york/326749-savory-and-sweet/menu/	Bakery & Pastries, Coffee & Tea, Pizza	404 10th Ave New York, NY, 10001
Los Perros Locos	/ny/new-york/322307-los-perros-locos/menu/	Hot Dogs, South American	201 Allen St New York, NY, 10002
Juice Press	/ny/new-york/321874-juice-press/menu/	Smoothies & Juices, Vegetarian, Kosher, Healthy, Vegan	122 Greenwich Ave New York, NY, 10011
Prime Cafe	/ny/new-york/323465-prime-cafe/menu/	Italian, American	125 W 26th St New York, NY, 10001
Quechua Nostra (Formerly Best Lexington Peruvian	/ny/new-york/338809-quechua-nostra-formerly-best-lexington-peruvian/menu/	Peruvian, Pizza, South American	1634 Lexington Ave New York, NY, 10029
Friedmans	/ny/new-york/368702-friedmans/menu/	Sandwiches, Local/Organic	132 W 31st St New York, NY, 10001
Pagani	/ny/new-york/373415-pagani/menu/	Italian	289 Bleecker St New York, NY, 10014
Thirstea	/ny/new-york/367857-thirstea/menu/	Coffee & Tea, Desserts, Teahouses	280 E 10th St New York, NY, 10009
Archie & Son's	/ny/new-york/374003-archie-son-s/menu/		23 3rd Ave New York, NY, 10003
Cafe Grumpy	/ny/new-york/373725-cafe-grumpy/menu/	Coffee & Tea	200 W 39th St New York, NY, 10018
Pa-paya Seed Frozen Yogurt	/ny/new-york/373531-pa-paya-seed-frozen-yogurt/menu/	Desserts	171 Lenox Ave New York, NY, 10026
Taste of Persia	/ny/new-york/379695-taste-of-persia/menu/	Soups, Persian	12 W 18th St New York, NY, 10011
Vacca Grill & Lounge	/ny/new-york/379697-vacca-grill-lounge/menu/	Puerto Rican, Latin American	416 W 203rd St New York, NY, 10034
Tisserie	/ny/new-york/367147-tisserie/menu/	Bakery & Pastries, Coffee & Tea	870 7th Ave New York, NY, 10019
East Harlem Cafe	/ny/new-york/367725-east-harlem-cafe/menu/	Coffee & Tea	1651 Lexington Ave New York, NY, 10029
Katsu-Hama	/ny/new-york/366126-katsu-hama/menu/	Japanese	43 W 55th St New York, NY, 10019
Tariq's #1 Halal Food	/ny/new-york/364130-tariq-s-1-halal-food/menu/	Indian	Park Ave S New York, NY, 10003
The Headless Horseman	/ny/new-york/364058-the-headless-horseman/menu/	American (New), Tapas	119 E 15th St New York, NY, 10003
Alphabet Scoop	/ny/new-york/361983-alphabet-scoop/menu/	Desserts	543 E 11th St New York, NY, 10009
Morocho Peruvian Fusion	/ny/new-york/362821-morocho-peruvian-fusion/menu/	Peruvian, Vegetarian, South American, Nuevo Latino	1 Union Square W New York, NY, 10011
Buongiorno Espresso Bar	/ny/new-york/363254-buongiorno-espresso-bar/menu/	Italian, Coffee & Tea	502 9th Ave New York, NY, 10018
Izakaya Moku	/ny/new-york/358575-izakaya-moku/menu/	Japanese	10 W 32nd St New York, NY, 10001
Hot Pot Under the Tree	/ny/new-york/358673-hot-pot-under-the-tree/menu/	Jamaican, Caribbean	2839 Frederick Douglas Blvd New York, NY, 10039
5C Cafe	/ny/new-york/358278-5c-cafe/menu/	Coffee & Tea, Vegetarian, Healthy, Vegan	68 Avenue C New York, NY, 10009
Schapiro's	/ny/new-york/356784-schapiro-s/menu/	American (New), Eastern European, Cocktails	120 Rivington St New York, NY, 10002
Cafe Buunni	/ny/new-york/356839-cafe-buunni/menu/	Coffee & Tea, Local/Organic	213 Pinehurst Ave New York, NY, 10033
Balilo	/ny/new-york/357234-balilo/menu/	Diner	600 W 57th St New York, NY, 10019
Wafels & Dinges	/ny/new-york/360691-wafels-dinges/menu/	Belgian, Coffee & Tea, Desserts	15 Avenue B New York, NY, 10009
Silvana	/ny/new-york/360444-silvana/menu/	Middle Eastern, Vegetarian	300 W 116th St New York, NY, 10026
Ramen Misoya	/ny/new-york/354448-ramen-misoya/menu/	Japanese, Noodles	129 2nd Ave New York, NY, 10003
Multi Tastes Diner	/ny/new-york/355930-multi-tastes-diner/menu/	Chinese, Diner, Pizza	23 St James Pl New York, NY, 10038
First Ave Pierogi & Deli	/ny/new-york/355605-first-ave-pierogi-deli/menu/	Polish, Deli Food, Eastern European	130 1st Ave New York, NY, 10009
Coolhaus	/ny/new-york/355488-coolhaus/menu/	Desserts	Location Varies New York, NY, 10010
Pulse Karaoke Lounge	/ny/new-york/352333-pulse-karaoke-lounge/menu/	Eclectic & International, Bar Food, Cocktails	135 W 41st St New York, NY, 10036
Sunrise Mart	/ny/new-york/353388-sunrise-mart/menu/	Japanese, Sushi	12 E 41st St New York, NY, 10017
Goodman's Cafe	/ny/new-york/353665-goodman-s-cafe/menu/	American (New), Coffee & Tea, Sandwiches, Salads	754 5th Ave New York, NY, 10019
Lobster Boat Restaurant	/ny/new-york/354140-lobster-boat-restaurant/menu/	Chinese, Seafood	11 Mott St New York, NY, 10013
Pop @ Pod	/ny/new-york/475900-pop-pod/menu/	Burgers, Hot Dogs	230 E 51st St New York, NY, 10022
City of Saints	/ny/new-york/476467-city-of-saints/menu/	Coffee & Tea	79 E 10th St New York, NY, 10003
Serena's Wine Bar Cafe	/ny/new-york/476809-serena-s-wine-bar-cafe/menu/	Alcohol, Tapas	1268 2nd Ave New York, NY, 10065
Hakata Hot Pot	/ny/new-york/478085-hakata-hot-pot/menu/	Japanese, Soups	58 St Marks Pl New York, NY, 10003
Pier A	/ny/new-york/477873-pier-a/menu/	Seafood	22 Battery Pl New York, NY, 10004
Cotenna	/ny/new-york/477119-cotenna/menu/	Italian	21 Bedford St New York, NY, 10014
Melt Shop	/ny/new-york/385854-melt-shop/menu/	Sandwiches	135 W 50th St New York, NY, 10020
Emmett's	/ny/new-york/380539-emmett-s/menu/	Pizza, Sandwiches	50 MacDougal St New York, NY, 10012
Bleecker Kitchen & Co	/ny/new-york/385267-bleecker-kitchen-co/menu/	American	643 Broadway New York, NY, 10012
Bonnie Vee	/ny/new-york/386403-bonnie-vee/menu/	Bar Food	17 Stanton St New York, NY, 10002
Dolce Gelato NYC	/ny/new-york/386757-dolce-gelato-nyc/menu/	Coffee & Tea, Desserts	33 Barrow St New York, NY, 10014
By the Way Bakery	/ny/new-york/388835-by-the-way-bakery/menu/	Bakery & Pastries	2442 Broadway New York, NY, 10024
Arts & Crafts Beer Parlor	/ny/new-york/389342-arts-crafts-beer-parlor/menu/	Bar Food	26 W 8th St New York, NY, 10011
Pita Grill	/ny/new-york/389453-pita-grill/menu/	Middle Eastern	1028 Amsterdam Ave New York, NY, 10025
Relleno-El Punto de la Picadera	/ny/new-york/396364-relleno-el-punto-de-la-picadera/menu/	Puerto Rican, Latin American	346 Audubon Ave New York, NY, 10033
Revolution Sandwich NY	/ny/new-york/401401-revolution-sandwich-ny/menu/	Sandwiches	52 Walker St New York, NY, 10013
NY Grill & Deli	/ny/new-york/434725-ny-grill-deli/menu/	Deli Food, Sandwiches	208 Rivington St New York, NY, 10002
August Gatherings	/ny/new-york/438159-august-gatherings/menu/	Chinese	266 Canal St New York, NY, 10013
Rustico	/ny/new-york/424311-rustico/menu/	Coffee & Tea, Crepes	135 1st Ave New York, NY, 10003
Garden Gourmet	/ny/new-york/424415-garden-gourmet/menu/	Deli Food, Sandwiches, Salads	2019 1st Ave New York, NY, 10029
Kipsey's	/ny/new-york/322224-kipsey-s/menu/	American	438 2nd Ave New York, NY, 10010
Royal Curry and Kabob	/ny/new-york/353088-royal-curry-and-kabob/menu/	Indian	19-25 St Nicholas Ave New York, NY, 10026
WINE30	/ny/new-york/345058-wine30/menu/		41 E 30th St New York, NY, 10016
Bawarchi Indian Cuisine	/ny/new-york/334559-bawarchi-indian-cuisine/menu/	Indian	1546 Madison Ave New York, NY, 10029
Vitae	/ny/new-york/318067-vitae/menu/		4 E 46th St New York, NY, 10017
Ground Support	/ny/new-york/367923-ground-support/menu/	Coffee & Tea, Sandwiches	399 W Broadway New York, NY, 10012
Sedutto	/ny/new-york/354235-sedutto/menu/	Desserts	1498 1st Ave New York, NY, 10021
Cafe BonJour Deli & Pizza	/ny/new-york/309377-cafe-bonjour-deli-pizza/menu/	Mediterranean, Deli Food, Pizza, Sandwiches	18 W 38th St New York, NY, 10018
MoMo West Village	/ny/new-york/345517-momo-west-village/menu/		152 W 10th St New York, NY, 10014
Cuchifritos	/ny/new-york/355928-cuchifritos/menu/	Puerto Rican, Latin American	168 E 116th St New York, NY, 10029
Wasabi Sushi & Bento	/ny/new-york/386623-wasabi-sushi-bento/menu/	Japanese, Sushi	561 7th Ave New York, NY, 10036
The Shakespeare	/ny/new-york/385855-the-shakespeare/menu/	British (Traditional)	24 E 39th St New York, NY, 10016
Blue Planet Grill	/ny/new-york/326068-blue-planet-grill/menu/	Pizza, American, Local/Organic	120 Greenwich St New York, NY, 10006
Little Muenster	/ny/new-york/310079-little-muenster/menu/	Sandwiches	100 Stanton St New York, NY, 10002
GROM at Columbus Circle	/ny/new-york/353598-grom-at-columbus-circle/menu/	Desserts	1796 Broadway New York, NY, 10019
9th Ave Royal Deli	/ny/new-york/351991-9th-ave-royal-deli/menu/	Deli Food, Sandwiches	817 9th Ave New York, NY, 10019
Cork 'N Fork	/ny/new-york/379367-cork-n-fork/menu/	Alcohol, Eclectic & International, Tapas	186 Ave A New York, NY, 10009
Farafina Cafe & Lounge	/ny/new-york/379033-farafina-cafe-lounge/menu/	African	1813 Amsterdam Ave New York, NY, 10031
Aromas Boutique Bakery & Cafe	/ny/new-york/364037-aromas-boutique-bakery-cafe/menu/	Bakery & Pastries, Desserts	2248 1st Ave New York, NY, 10029
Yooglers Frozen Yogurt	/ny/new-york/365891-yooglers-frozen-yogurt/menu/	Desserts	791 Broadway New York, NY, 10003
Five Mile Stone	/ny/new-york/388919-five-mile-stone/menu/	American, Bar Food	1640 2nd Ave New York, NY, 10028
The Milton	/ny/new-york/475641-the-milton/menu/	Irish, British (Traditional)	1754 2nd Ave New York, NY, 10128
McQuaids Public House	/ny/new-york/352500-mcquaids-public-house/menu/	Irish, Bar Food	589 11th Ave New York, NY, 10036
Panade	/ny/new-york/354894-panade/menu/	Bakery & Pastries, Sandwiches, Desserts	129 Eldridge St New York, NY, 10002
NYY Steak Midtown	/ny/new-york/379007-nyy-steak-midtown/menu/	Steak	7 W 51st St New York, NY, 10019
Kotobuki	/ny/new-york/365775-kotobuki/menu/	Japanese, Sushi	56 3rd Ave New York, NY, 10003
Madman Espresso	/ny/new-york/364442-madman-espresso/menu/	Coffee & Tea	319 E 14th St New York, NY, 10003
Bombay's Indian Restaurant	/ny/new-york/297828-bombay-s-indian-restaurant/menu/	Indian, Seafood, Chicken, Salads, Asian, Healthy	60 Pearl St New York, NY, 10004
The Beatrice Inn	/ny/new-york/361724-the-beatrice-inn/menu/	American (New), Cocktails	285 W 12th St New York, NY, 10014
Au Za'atar To Go	/ny/new-york/388867-au-za-atar-to-go/menu/	Mediterranean, Bistro	188 Ave A New York, NY, 10009
Peacefood Cafe Downtown	/ny/new-york/362045-peacefood-cafe-downtown/menu/	Coffee & Tea, Vegetarian, Healthy, Vegan	41 E 11th St New York, NY, 10003
Amelie	/ny/new-york/352662-amelie/menu/	French, Alcohol, Tapas	22 W 8th St New York, NY, 10011
Van Diemen's	/ny/new-york/318078-van-diemen-s/menu/		383 3rd Ave New York, NY, 10016
SheShe Pizza	/ny/new-york/342229-sheshe-pizza/menu/	Italian, Pizza	961 Columbus Ave New York, NY, 10025
Vinus and Marc	/ny/new-york/360305-vinus-and-marc/menu/	American (New), Tapas, Cocktails	1825 2nd Ave New York, NY, 10128
OCabanon	/ny/new-york/386405-ocabanon/menu/	French	245 W 29th St New York, NY, 10001
Caffe dei Fiori	/ny/new-york/477579-caffe-dei-fiori/menu/	Italian	973 Lexington Ave  New York, NY, 10021
Masala Times Greenwich Village	/ny/new-york/293254-masala-times-greenwich-village/menu/	Indian	194 Bleecker St New York, NY, 10012
La Tropezienne Bakery	/ny/new-york/354799-la-tropezienne-bakery/menu/	French, Bakery & Pastries, Coffee & Tea, Sandwiches, Desserts	2131 1st Ave New York, NY, 10029
Market Cafe & Brick Oven Pizza	/ny/new-york/326238-market-cafe-brick-oven-pizza/menu/	Deli Food, Pizza, Sandwiches	425 Lexington Ave New York, NY, 10017
Sigmund Pretzel Shop	/ny/new-york/356510-sigmund-pretzel-shop/menu/	Bakery & Pastries, Coffee & Tea, Sandwiches	29 Avenue B New York, NY, 10009
Sundaes and Cones	/ny/new-york/250232-sundaes-and-cones/menu/	Coffee & Tea, Desserts	95 E 10th St New York, NY, 10003
Kale	/ny/new-york/379258-kale/menu/	Smoothies & Juices, Healthy	342 Lexington Ave New York, NY, 10016
Crepeaway	/ny/new-york/296677-crepeaway/menu/	Coffee & Tea, Crepes	31 Waverly Pl New York, NY, 10003
Dylan Murphy's	/ny/new-york/330100-dylan-murphy-s/menu/	Wings, Bar Food	1453 3rd Ave New York, NY, 10028
Kirakuya Sake Bar	/ny/new-york/339117-kirakuya-sake-bar/menu/	Japanese, Tapas, Bar Food	2 W 32nd St New York, NY, 10001
Le Philosophe	/ny/new-york/339334-le-philosophe/menu/	French	55 Bond St New York, NY, 10012
Blarney Stone	/ny/new-york/349683-blarney-stone/menu/	Irish, Bar Food	11 Trinity Pl New York, NY, 10006
Pizza Stop	/ny/new-york/317123-pizza-stop/menu/	Italian, Pizza	531 Malcolm X Blvd New York, NY, 10037
La Montanara	/ny/new-york/310866-la-montanara/menu/	Italian, Pizza	168 Ludlow St New York, NY, 10002
Eight Turn Crepe	/ny/new-york/361857-eight-turn-crepe/menu/	Coffee & Tea, Crepes, Desserts	55 Spring St New York, NY, 10012
Manhattan Proper	/ny/new-york/366817-manhattan-proper/menu/	Bar Food, Cocktails	6 Murray St New York, NY, 10007
Cocoron	/ny/new-york/355132-cocoron/menu/	Japanese, Noodles	61 Delancey St New York, NY, 10002
Temple Bar	/ny/new-york/353635-temple-bar/menu/	Bar Food, Cocktails	332 Lafayette St New York, NY, 10012
Lowe's Eatery	/ny/new-york/353791-lowe-s-eatery/menu/	Jamaican, Soul Food	101 W 136th St New York, NY, 10030
SnAKS	/ny/new-york/353985-snaks/menu/	American (New)	611 5th Ave New York, NY, 10022
Jittery Joe's Coffee	/ny/new-york/360141-jittery-joe-s-coffee/menu/	Coffee & Tea, Teahouses	216 E 45th St New York, NY, 10017
Carnegie John's	/ny/new-york/360755-carnegie-john-s/menu/	Burgers, Sandwiches	56th St & 7th Ave New York, NY, 10019
Jake's Saloon	/ny/new-york/357594-jake-s-saloon/menu/	American, Bar Food	202 9th Ave New York, NY, 10011
Jin Ramen West Harlem	/ny/new-york/359285-jin-ramen-west-harlem/menu/	Japanese, Noodles	3183 Broadway New York, NY, 10027
BV's Grill	/ny/new-york/398608-bv-s-grill/menu/	Steak	919 3rd Ave  New York, NY, 10022
Charrua	/ny/new-york/437478-charrua/menu/	South American	131 Essex St New York, NY, 10002
Zibetto Espresso Bar	/ny/new-york/275935-zibetto-espresso-bar/menu/	Coffee & Tea	1385 6th Ave New York, NY, 10019
Moshiko Falafel	/ny/new-york/314792-moshiko-falafel/menu/	Middle Eastern, Sandwiches, Salads, Vegetarian	877 10th Ave New York, NY, 10019
Epistrophy	/ny/new-york/252979-epistrophy/menu/	Italian	200 Mott Street New York, NY, 10012
Dimes	/ny/new-york/373721-dimes/menu/	Coffee & Tea, Local/Organic	49 Canal St New York, NY, 10002
Cibo e Vino	/ny/new-york/385990-cibo-e-vino/menu/	Italian	2418 Broadway Ave New York, NY, 10024
Golden City	/ny/new-york/48060-golden-city/menu/	Chinese	2545 Amsterdam Ave New York, NY, 10033
Akimoto Sushi	/ny/new-york/318895-akimoto-sushi/menu/	Japanese, Sushi	187 Church St New York, NY, 10007
Urban Vegan Kitchen	/ny/new-york/308696-urban-vegan-kitchen/menu/	Vegetarian, Tapas, Vegan	41 Carmine Ave New York, NY, 10014
Ootoya Chelsea	/ny/new-york/363995-ootoya-chelsea/menu/	Japanese, Sushi	8 W 18th St New York, NY, 10011
Molly's Cupcakes	/ny/new-york/360990-molly-s-cupcakes/menu/	Desserts	228 Bleecker St New York, NY, 10014
Korilla Korean BBQ Truck	/ny/new-york/352381-korilla-korean-bbq-truck/menu/	Barbecue, Korean, Mexican	Location Varies New York, NY, 10023
Jacob's Restaurant	/ny/new-york/355541-jacob-s-restaurant/menu/	Soul Food	373 Lenox Ave New York, NY, 10027
Muscle Maker Grill	/ny/new-york/300079-muscle-maker-grill/menu/	Sandwiches, Healthy	10 Murray St New York, NY, 10007
Shanghai Heping Restaurant	/ny/new-york/478699-shanghai-heping-restaurant/menu/	Chinese	104 Mott St New York, NY, 10013
Gaia	/ny/new-york/296635-gaia/menu/	Italian, Coffee & Tea, Sandwiches	251 E Houston New York, NY, 10002
Miss Korea BBQ	/ny/new-york/293963-miss-korea-bbq/menu/	Barbecue, Korean	10 W 32nd St New York, NY, 10001
Pippali	/ny/new-york/374699-pippali/menu/	Indian	129 E 27th St New York, NY, 10016
Empellon Cocina	/ny/new-york/337718-empellon-cocina/menu/	Mexican, Tapas, Cocktails, Nuevo Latino	105 1st Ave New York, NY, 10003
Cassidy's	/ny/new-york/354906-cassidy-s/menu/	Irish, American, Bar Food	65 W 55th St New York, NY, 10019
Geisha Sushi	/ny/new-york/395569-geisha-sushi/menu/	Japanese, Sushi	3468 Broadway New York, NY, 10031
Armonie	/ny/new-york/340374-armonie/menu/	Italian, Pizza	100 E 117th St New York, NY, 10035
Cedric	/ny/new-york/361140-cedric/menu/	French, Bistro	185 St Nicholas Ave New York, NY, 10026
Artichoke Basille's Pizza and Bar	/ny/new-york/302339-artichoke-basille-s-pizza-and-bar/menu/	Pizza	111 MacDougal St New York, NY, 10012
Gina La Fornarina	/ny/new-york/319052-gina-la-fornarina/menu/	Italian, Pizza	26 E 91st St New York, NY, 10128
Bread To Go	/ny/new-york/314638-bread-to-go/menu/	Italian, Sandwiches	450 Hudson St New York, NY, 10014
Left Bank	/ny/new-york/331465-left-bank/menu/	American (New)	117 Perry St New York, NY, 10014
China North Dumpling	/ny/new-york/354191-china-north-dumpling/menu/	Chinese	27a Essex St New York, NY, 10002
Empire Cake	/ny/new-york/362339-empire-cake/menu/	Bakery & Pastries, Desserts	112 8th Ave New York, NY, 10011
Mama Ghanoush	/ny/new-york/395644-mama-ghanoush/menu/	Middle Eastern	442 3rd Ave New York, NY, 10016
Bar Primi	/ny/new-york/400918-bar-primi/menu/	Italian	325 Bowery New York, NY, 10003
Principessa Soho	/ny/new-york/332820-principessa-soho/menu/	Italian	199 Prince St New York, NY, 10012
Lulu & Me	/ny/new-york/339886-lulu-me/menu/	American (New), Italian, Cocktails, Gastropub	253 5th Ave New York, NY, 10016
Joy Curry & Tandoor	/ny/new-york/314095-joy-curry-tandoor/menu/	Indian	32 W 39th St New York, NY, 10018
Fat Buddha	/ny/new-york/361456-fat-buddha/menu/	Tapas, Asian Fusion	212 Avenue A New York, NY, 10009
Chinelos II	/ny/new-york/353474-chinelos-ii/menu/	Mexican	530 W 136st St New York, NY, 10031
Roti Modern Mediterranean	/ny/new-york/357472-roti-modern-mediterranean/menu/	Mediterranean, Middle Eastern	142 E 43rd St New York, NY, 10017
Pax Wholesome Foods	/ny/new-york/233357-pax-wholesome-foods/menu/	Bakery & Pastries, Deli Food, Sandwiches, Soups	90 Broad St New York, NY, 10004
