name	menu_link	type	address	lon	lat	is_location_valid
Mysttik Masaala	/ny/new-york/357401-mysttik-masaala/menu/	Indian, Tibetan, Vegetarian	304 E 44th St New York, NY, 10017	-73.97083980331803	40.750705749999995	true
Der Krung Thai Cuisine	/ny/new-york/361386-der-krung-thai-cuisine/menu/	Thai	860 9th Ave New York, NY, 10019	-73.98608663401639	40.76698055	true
Boxers NYC	/ny/new-york/359585-boxers-nyc/menu/	Pizza, Bar Food	37 W 20th St New York, NY, 10011	-73.69977836842105	42.73052352631579	true
The Drunken Horse NYC	/ny/new-york/360071-the-drunken-horse-nyc/menu/	Mediterranean, Alcohol, Tapas	225 10th Ave New York, NY, 10011	-74.00418889540212	40.7480555	true
Iguazu Wine & Grill	/ny/new-york/362128-iguazu-wine-grill/menu/	Coffee & Tea, South American	26 Jefferson St Store B New York, NY, 10002	0	0	false
Miami Food Machine	/ny/new-york/362078-miami-food-machine/menu/	Cuban, Latin American	Location Varies New York, NY, 10013	0	0	false
Sugar and Plumm	/ny/new-york/362956-sugar-and-plumm/menu/	Desserts	257 Bleecker St New York, NY, 10014	-74.0028891	40.7312411	true
Joe the Art of Coffee	/ny/new-york/362953-joe-the-art-of-coffee/menu/	Coffee & Tea	514 Columbus Ave New York, NY, 10024	-73.9729983	40.7857253	true
Court Street Grocers Sandwich Shop	/ny/new-york/379750-court-street-grocers-sandwich-shop/menu/	Sandwiches	600 11th Ave New York, NY, 10036	-73.9968975	40.7623295	true
Vien	/ny/new-york/373772-vien/menu/	Asian Fusion	220 Varick St New York, NY, 10014	-74.0050533	40.7289874	true
Genuine Roadside	/ny/new-york/379748-genuine-roadside/menu/	Soul Food	600 11th Ave New York, NY, 10036	-73.9968975	40.7623295	true
NYC Deli Market Corp #1	/ny/new-york/403434-nyc-deli-market-corp-1/menu/	Deli Food, Sandwiches	129 Avenue D New York, NY, 10009	-73.9757978	40.7242437	true
Empire Steak House	/ny/new-york/386208-empire-steak-house/menu/	Seafood, Steak	237 W 54th St New York, NY, 10019	-73.98301001135479	40.764509	true
Empire Steak House	/ny/new-york/386208-empire-steak-house/menu/	Seafood, Steak	237 W 54th St New York, NY, 10019	-73.98301001135479	40.764509	true
Sant Ambroeus	/ny/new-york/385969-sant-ambroeus/menu/	Italian	265 Lafayette St New York, NY, 10012	-73.9965186	40.7233997	true
China King	/ny/new-york/380551-china-king/menu/	Chinese	285 3rd Ave New York, NY, 10010	-73.98330700014452	40.73822045	true
Mozzarella & Vino	/ny/new-york/380657-mozzarella-vino/menu/	Italian, Alcohol	33 W 54th St New York, NY, 10019	-73.97720506066717	40.76200985	true
Curry Club	/ny/new-york/385546-curry-club/menu/	Indian	254 W 108th St New York, NY, 10025	-73.9673137	40.8026873	true
Grandma's Secrets	/ny/new-york/389053-grandma-s-secrets/menu/	Bakery & Pastries, Desserts	562 W 174th St New York, NY, 10033	-73.93656939321656	40.84436255	true
New Dragon	/ny/new-york/386912-new-dragon/menu/	Chinese	2413 2nd Ave New York, NY, 10035	-73.93447990734032	40.80203684999999	true
Chez Jef	/ny/new-york/386835-chez-jef/menu/	French	241 Bowery New York, NY, 10002	-73.9928637	40.7224954	true
Falanghina Pizza Bar	/ny/new-york/386414-falanghina-pizza-bar/menu/	Italian, Pizza	130 St Marks Pl New York, NY, 10009	-73.98358009999998	40.726688800000005	true
Lady Lexis	/ny/new-york/386514-lady-lexis/menu/	Bakery & Pastries, Desserts	1931 Madison Ave New York, NY, 10035	-73.9409396	40.8050834	true
OBICA Mozzarella Bar	/ny/new-york/423366-obica-mozzarella-bar/menu/	Italian, Pizza, Tapas	928 Broadway New York, NY, 10010	-73.9893474	40.7400479	true
Gran Morsi	/ny/new-york/438225-gran-morsi/menu/	Italian, Pizza	22 Warren St New York, NY, 10007	-74.00775328288111	40.7143364	true
La Pulperia	/ny/new-york/433674-la-pulperia/menu/	Seafood, South American, Cocktails	1626 2nd Ave New York, NY, 10028	-73.95229852526163	40.77660815	true
Neapolitan Express (E 111st St)	/ny/new-york/437007-neapolitan-express-e-111st-st/menu/	Pizza	232 E 111st St New York, NY, 10029	-73.85533338295143	40.75182959999999	true
Cafe Jax	/ny/new-york/476224-cafe-jax/menu/	Coffee & Tea, Sandwiches	318 E 84th St New York, NY, 10028	-73.95191752497664	40.77599645	true
Sushi Seki	/ny/new-york/476021-sushi-seki/menu/	Japanese, Sushi	208 W 23rd St New York, NY, 10011	-73.99643999777962	40.744137800000004	true
Fud-Hi	/ny/new-york/477663-fud-hi/menu/	Korean	Location Varies New York, NY, 10004	0	0	false
Sachi	/ny/new-york/477223-sachi/menu/	Sushi, Asian Fusion	713 2nd Ave New York, NY, 10016	-73.9740389	40.7476501	true
Greecologies	/ny/new-york/478225-greecologies/menu/	Greek, Coffee & Tea	379 Broome St New York, NY, 10013	-73.99655175468844	40.720158749999996	true
The Commons Chelsea	/ny/new-york/318157-the-commons-chelsea/menu/	Bakery & Pastries, Coffee & Tea, American	128 7th Ave New York, NY, 10011	-75.07532028535354	43.0301385	true
McKenna's Pub	/ny/new-york/352013-mckenna-s-pub/menu/	Irish, Bar Food	250 W 14th St New York, NY, 10011	-74.0021129	40.7394065	true
Benares Indian Restaurant	/ny/new-york/317586-benares-indian-restaurant/menu/	Indian	45 Murray St New York, NY, 10007	-74.00917381502322	40.714197600000006	true
Tartina	/ny/new-york/333654-tartina/menu/	Italian, Sandwiches	653 9th Ave New York, NY, 10036	-73.99122529351624	40.760807299999996	true
Local 92	/ny/new-york/323564-local-92/menu/	Mediterranean, Middle Eastern, Vegetarian	92 2nd Ave New York, NY, 10003	-73.98851051102281	40.7269201	true
Solace Bar and Grill	/ny/new-york/341172-solace-bar-and-grill/menu/	American, Bar Food	3496 Broadway New York, NY, 10031	-73.9512866	40.82484	true
Radiance	/ny/new-york/339780-radiance/menu/	Chinese, Dim Sum, Teahouses	208 E 50th St New York, NY, 10022	-73.97051132653061	40.75562540816327	true
Financier Patisserie	/ny/new-york/359911-financier-patisserie/menu/	French, Bakery & Pastries, Coffee & Tea, Desserts	1211 6th Ave New York, NY, 10036	-73.9819579	40.758469	true
Sushi Dojo	/ny/new-york/357453-sushi-dojo/menu/	Japanese, Sushi	110 1st Ave New York, NY, 10009	-73.98566933206449	40.7266377	true
Cafe Tarantin	/ny/new-york/375645-cafe-tarantin/menu/	Coffee & Tea	302 W 38th St New York, NY, 10018	-73.9921429	40.7547857	true
Oishi Bay Sushi Restaurant	/ny/new-york/381227-oishi-bay-sushi-restaurant/menu/	Japanese, Sushi	230 E 29th St New York, NY, 10016	-73.97900716701295	40.74177635	true
Bustan NYC	/ny/new-york/386049-bustan-nyc/menu/	Mediterranean	487 Amsterdam Ave New York, NY, 10024	-73.9759618587037	40.785904200000004	true
Horchata	/ny/new-york/400871-horchata/menu/	Mexican, Cocktails	470 6th Ave New York, NY, 10011	-73.9977992	40.73556355	true
Mokbar	/ny/new-york/395542-mokbar/menu/	Korean, Noodles	75 9th Ave. New York, NY, 10011	-74.0048973	40.7420513	true
Frere de Lys	/ny/new-york/400847-frere-de-lys/menu/	French, Alcohol	1685 1st Ave New York, NY, 10128	-73.9488853	40.7778653	true
Barfly	/ny/new-york/252028-barfly/menu/	American, Bar Food	244 3rd Ave New York, NY, 10010	-73.9846044	40.7371272	true
McNulty's Tea & Coffee Company	/ny/new-york/285653-mcnulty-s-tea-coffee-company/menu/	Coffee & Tea, Teahouses	109 Christopher St New York, NY, 10014	-74.0051551	40.7333422	true
Il Gnocchi Restaurant	/ny/new-york/366861-il-gnocchi-restaurant/menu/	Italian	118 E 116th St New York, NY, 10029	-73.9424335251002	40.798678100000004	true
Dorian's Seafood Market	/ny/new-york/349824-dorian-s-seafood-market/menu/	Seafood	1580 York Ave New York, NY, 10028	-73.94817495000001	40.774035100000006	true
Broadway Thai @ Tom & Toon	/ny/new-york/360721-broadway-thai-tom-toon/menu/	Thai, Vegetarian	241 W 51st St New York, NY, 10019	-73.98442575510204	40.76249495918367	true
Hudson Station	/ny/new-york/330916-hudson-station/menu/	Sandwiches, Bar Food	440 9th Ave New York, NY, 10001	-73.99548805243228	40.75366495	true
Fabio Cucina Italiana	/ny/new-york/386216-fabio-cucina-italiana/menu/	Italian	214 E 52nd St New York, NY, 10022	-73.9692034178777	40.7565434	true
Brasserie Beaumarchais	/ny/new-york/335759-brasserie-beaumarchais/menu/	French	409 W 13th St New York, NY, 10014	-74.006479	40.7406299	true
Dave's Hoagies	/ny/new-york/336806-dave-s-hoagies/menu/	Sandwiches	26 Cedar St New York, NY, 10038	-74.0082	40.7069732	true
La Brochette Kosher Steakhouse	/ny/new-york/373425-la-brochette-kosher-steakhouse/menu/	Sushi, Steak, Kosher	340 Lexington Ave New York, NY, 10016	-73.97749272716496	40.7498791	true
Times Square Diner	/ny/new-york/403522-times-square-diner/menu/	Diner, American	807 8th Ave New York, NY, 10019	-73.9869037	40.7615065	true
Jung Sik	/ny/new-york/331195-jung-sik/menu/	Korean	2 Harrison St New York, NY, 10013	-74.00933	40.718692	true
Baba Ghanouge	/ny/new-york/322491-baba-ghanouge/menu/	Middle Eastern, Vegetarian	143 Fulton St New York, NY, 10038	-74.00796990227622	40.71063895	true
Bits Bites & Baguettes	/ny/new-york/328779-bits-bites-baguettes/menu/	Deli Food, Sandwiches, Bagels, Salads	22 Park Pl New York, NY, 10007	-74.0085794	40.7127376	true
Grill 212	/ny/new-york/345719-grill-212/menu/		212 W 80th St New York, NY, 10024	-73.9788044	40.7841546	true
Louie and Chan	/ny/new-york/378989-louie-and-chan/menu/	Italian, Pizza, Cocktails	303 Broome St New York, NY, 10002	-73.99225054545454	40.718649	true
Juice Generation	/ny/new-york/356624-juice-generation/menu/	Sandwiches, Smoothies & Juices, Local/Organic	171 W 4th St New York, NY, 10014	-74.0014198	40.7321948	true
Molloy's Irish Pub	/ny/new-york/355747-molloy-s-irish-pub/menu/	Irish, American, Bar Food	737 9th Ave New York, NY, 10019	-73.98930047286436	40.7634441	true
The Simone	/ny/new-york/401106-the-simone/menu/	French	151 E 82nd St New York, NY, 10028	-73.9569853	40.7768188	true
Old Tbilisi Garden	/ny/new-york/434361-old-tbilisi-garden/menu/	Eastern European	174 Bleecker St New York, NY, 10012	-74.0007577	40.7288339	true
Hirohisa	/ny/new-york/475880-hirohisa/menu/	Japanese	73 Thompson St New York, NY, 10012	-74.00313249845203	40.7245853	true
Mikey Likes It	/ny/new-york/476089-mikey-likes-it/menu/	Desserts	199 Avenue A New York, NY, 10009	-73.98135914941497	40.72939565	true
Mary O's	/ny/new-york/305831-mary-o-s/menu/	Irish, American	32 Avenue A New York, NY, 10009	-73.98522270255512	40.7232852	true
A Spice Lane	/ny/new-york/403822-a-spice-lane/menu/	Indian, Vegetarian	216 3rd Ave New York, NY, 10003	-73.98535195307075	40.7362492	true
Ariana	/ny/new-york/386559-ariana/menu/	Russian, Eastern European	140 W Houston St New York, NY, 10012	-74.0016623	40.7280288	true
CAGEN	/ny/new-york/373429-cagen/menu/	Japanese	414 E 9th St New York, NY, 10009	-73.9841702	40.7277911	true
McCoy	/ny/new-york/362214-mccoy/menu/	American (New), Gastropub	89 MacDougal St New York, NY, 10012	-73.9996477	40.7309915	true
Jack's Stir Brew	/ny/new-york/353645-jack-s-stir-brew/menu/	Coffee & Tea, Bagels	138 W 10th St New York, NY, 10014	-74.00059582987447	40.73440775	true
Hana Michi	/ny/new-york/359738-hana-michi/menu/	Japanese, Sushi	28 W 32nd St 1st Fl New York, NY, 10001	0	0	false
The Grange Bar & Eatery	/ny/new-york/386725-the-grange-bar-eatery/menu/	American (New)	1635 Amsterdam Ave New York, NY, 10031	-73.9493514	40.822532	true
The Gander	/ny/new-york/389123-the-gander/menu/	American (New)	15 W 18th St New York, NY, 10011	-73.9928278	40.7390309	true
Pizza Boss	/ny/new-york/434458-pizza-boss/menu/	Pizza	1467 2nd Ave New York, NY, 10075	-73.9564646	40.7717157	true
Neary's	/ny/new-york/332158-neary-s/menu/	Irish, American	358 E 57th St New York, NY, 10022	-73.9635017792282	40.758271699999995	true
Gimme! Coffee	/ny/new-york/351990-gimme-coffee/menu/	Coffee & Tea	228 Mott St New York, NY, 10012	-73.99496739654667	40.72234745	true
El Aguila	/ny/new-york/363321-el-aguila/menu/	Mexican	1215 Lexington Ave New York, NY, 10028	-73.9572231	40.7770132	true
El Diablito Taqueria	/ny/new-york/337518-el-diablito-taqueria/menu/	Mexican	60 E 3rd St New York, NY, 10003	-73.98916160600106	40.725059349999995	true
Varsano's Chocolate	/ny/new-york/356506-varsano-s-chocolate/menu/	Desserts	172 W 4th St New York, NY, 10014	-74.002093	40.732807	true
Nanoosh - Madison Avenue	/ny/new-york/296651-nanoosh-madison-avenue/menu/	Mediterranean, Middle Eastern, Vegetarian, Local/Organic	173 Madison Ave New York, NY, 10016	-73.9831432	40.7472641	true
District Tap House	/ny/new-york/386625-district-tap-house/menu/	American, Gastropub	246 W 38th St New York, NY, 10018	-73.9904182	40.7541085	true
Slane	/ny/new-york/249504-slane/menu/	Irish, Burgers, Bar Food	102 MacDougal St New York, NY, 10012	-74.0009297	40.7293414	true
Restaurant La Libertad	/ny/new-york/335400-restaurant-la-libertad/menu/	Latin American, Central American	3764 Broadway Ave New York, NY, 10032	-76.1944938	42.5943831	true
Thunder Jackson's	/ny/new-york/309467-thunder-jackson-s/menu/	Sandwiches, Wings, Bar Food	169 Bleecker St New York, NY, 10012	-74.0002307	40.7288472	true
The Best of NY Food	/ny/new-york/315544-the-best-of-ny-food/menu/	Deli Food, Sandwiches	150 Water St New York, NY, 10005	-74.0059187	40.7064388	true
Teado	/ny/new-york/354533-teado/menu/	Smoothies & Juices, Asian Fusion, Teahouses	145D Hester St New York, NY, 10002	-73.99500366666666	40.717235	true
NY Dosas	/ny/new-york/360758-ny-dosas/menu/	Indian, Vegetarian, Vegan	50 Washington Sq S New York, NY, 10014	-73.9988003	40.7305366	true
Dakota Bar	/ny/new-york/356734-dakota-bar/menu/	American (New), Salads, Cocktails	53 W 72nd St New York, NY, 10023	-73.9784926	40.7774689	true
Better Being Underground	/ny/new-york/359036-better-being-underground/menu/	Sandwiches, Local/Organic	55 Leroy St New York, NY, 10014	-74.00514108178776	40.730306999999996	true
Indian Food Truck	/ny/new-york/361653-indian-food-truck/menu/	Indian	Whitehall St New York, NY, 10004	-74.0126568	40.7018402	true
Grandaisy Bakery	/ny/new-york/367228-grandaisy-bakery/menu/	Bakery & Pastries, Coffee & Tea, Pizza, Sandwiches	250 W Broadway New York, NY, 10013	-74.0058812	40.7200191	true
Cantina 1838	/ny/new-york/368568-cantina-1838/menu/		1838 7th Ave New York, NY, 10026	-73.95505250838153	40.80037615	true
The Peacock	/ny/new-york/385882-the-peacock/menu/	British (Modern)	24 E 39th St New York, NY, 10016	-73.9802461	40.7505917	true
Bay Kitchen Bar	/ny/new-york/478549-bay-kitchen-bar/menu/	Seafood	321 E 73rd St New York, NY, 10021	-73.95644388707501	40.76908985	true
Cafe 28 Gourmet Deli	/ny/new-york/57046-cafe-28-gourmet-deli/menu/	Sushi, Deli Food, Sandwiches	245 5th Ave New York, NY, 10016	-73.9871814	40.7445	true
Muk Eun Ji	/ny/new-york/297795-muk-eun-ji/menu/	Barbecue, Korean	34 W 32nd St New York, NY, 10001	-73.9872728	40.7477981	true
West Side Cafe	/ny/new-york/294622-west-side-cafe/menu/	Deli Food, Pizza, Sandwiches, Salads	218 W 72nd St New York, NY, 10023	-73.9827702	40.778901	true
A1 Sushi Cafe	/ny/new-york/315412-a1-sushi-cafe/menu/	Japanese, Sushi	164 Pearl St New York, NY, 10005	-74.0074729	40.7059099	true
Sabor De Mexico	/ny/new-york/315344-sabor-de-mexico/menu/	Mexican	76 Nassau St New York, NY, 10038	-74.0081562	40.7097035	true
Fresh & Co.	/ny/new-york/315764-fresh-co/menu/	Deli Food, Sandwiches, Salads	45 W 57th St New York, NY, 10019	-73.97631296544978	40.7642897	true
Guy & Gallard III	/ny/new-york/315803-guy-gallard-iii/menu/		245 W 38th St New York, NY, 10018	-73.990254	40.754263	true
Sfilatino Italian Gourmet	/ny/new-york/318255-sfilatino-italian-gourmet/menu/	Italian, Sandwiches	342 W 57th St New York, NY, 10019	-73.984162	40.767163499999995	true
Potbelly Sandwich Shop	/ny/new-york/318603-potbelly-sandwich-shop/menu/	Sandwiches	150 E 44th St New York, NY, 10017	-73.97425099496391	40.752096949999995	true
Potbelly Sandwich Shop	/ny/new-york/318603-potbelly-sandwich-shop/menu/	Sandwiches	150 E 44th St New York, NY, 10017	-73.97425099496391	40.752096949999995	true
Filicori Zecchini	/ny/new-york/318969-filicori-zecchini/menu/	Coffee & Tea	42 E 46th St New York, NY, 10017	-73.977116	40.7551257	true
La Vie En Szechuan	/ny/new-york/309793-la-vie-en-szechuan/menu/	Chinese	14 E 33rd St New York, NY, 10016	-73.984293	40.7473377	true
S1 Grocers and Gourmet Deli	/ny/new-york/309851-s1-grocers-and-gourmet-deli/menu/	Deli Food, Sandwiches	172 Allen St New York, NY, 10002	-73.9889648	40.7213529	true
Joey Pepperoni's Pizza	/ny/new-york/311034-joey-pepperoni-s-pizza/menu/	Pizza	493 2nd Ave New York, NY, 10016	-73.97899557113156	40.74097075	true
Nemo	/ny/new-york/300309-nemo/menu/	Korean	54 E 13th St New York, NY, 10003	-73.99172180921764	40.734071	true
Ninth Ward	/ny/new-york/332228-ninth-ward/menu/	Cajun & Creole, Cocktails	180 2nd Ave New York, NY, 10003	-73.98590629228825	40.73055635	true
Eros Meze	/ny/new-york/334278-eros-meze/menu/	Greek, Mediterranean, Tapas	447 3RD AVE New York, NY, 10016	-73.70909674855322	42.7117164	true
Savory and Sweet	/ny/new-york/326749-savory-and-sweet/menu/	Bakery & Pastries, Coffee & Tea, Pizza	404 10th Ave New York, NY, 10001	-73.9995929	40.7534886	true
Los Perros Locos	/ny/new-york/322307-los-perros-locos/menu/	Hot Dogs, South American	201 Allen St New York, NY, 10002	-73.9891072	40.7224725	true
Juice Press	/ny/new-york/321874-juice-press/menu/	Smoothies & Juices, Vegetarian, Kosher, Healthy, Vegan	122 Greenwich Ave New York, NY, 10011	-74.00240413113207	40.73920095	true
Prime Cafe	/ny/new-york/323465-prime-cafe/menu/	Italian, American	125 W 26th St New York, NY, 10001	-73.99213469387755	40.745198979591834	true
Quechua Nostra (Formerly Best Lexington Peruvian	/ny/new-york/338809-quechua-nostra-formerly-best-lexington-peruvian/menu/	Peruvian, Pizza, South American	1634 Lexington Ave New York, NY, 10029	-73.9476244	40.7906645	true
Friedmans	/ny/new-york/368702-friedmans/menu/	Sandwiches, Local/Organic	132 W 31st St New York, NY, 10001	-73.9906177	40.7483789	true
Pagani	/ny/new-york/373415-pagani/menu/	Italian	289 Bleecker St New York, NY, 10014	-74.00330365200534	40.7321528	true
Thirstea	/ny/new-york/367857-thirstea/menu/	Coffee & Tea, Desserts, Teahouses	280 E 10th St New York, NY, 10009	-73.9830627215843	40.727982499999996	true
Archie & Son's	/ny/new-york/374003-archie-son-s/menu/		23 3rd Ave New York, NY, 10003	-73.9896623	40.7295771	true
Cafe Grumpy	/ny/new-york/373725-cafe-grumpy/menu/	Coffee & Tea	200 W 39th St New York, NY, 10018	-73.9888897	40.7540102	true
Pa-paya Seed Frozen Yogurt	/ny/new-york/373531-pa-paya-seed-frozen-yogurt/menu/	Desserts	171 Lenox Ave New York, NY, 10026	-73.9486866	40.8038475	true
Taste of Persia	/ny/new-york/379695-taste-of-persia/menu/	Soups, Persian	12 W 18th St New York, NY, 10011	-73.9929649	40.7388998	true
Vacca Grill & Lounge	/ny/new-york/379697-vacca-grill-lounge/menu/	Puerto Rican, Latin American	416 W 203rd St New York, NY, 10034	-73.9198574	40.8614333	true
Tisserie	/ny/new-york/367147-tisserie/menu/	Bakery & Pastries, Coffee & Tea	870 7th Ave New York, NY, 10019	-73.9812106	40.7646446	true
East Harlem Cafe	/ny/new-york/367725-east-harlem-cafe/menu/	Coffee & Tea	1651 Lexington Ave New York, NY, 10029	-73.9470267	40.7909848	true
Katsu-Hama	/ny/new-york/366126-katsu-hama/menu/	Japanese	43 W 55th St New York, NY, 10019	-73.9766972	40.7625361	true
Tariq's #1 Halal Food	/ny/new-york/364130-tariq-s-1-halal-food/menu/	Indian	Park Ave S New York, NY, 10003	-73.9890161	40.7366389	true
The Headless Horseman	/ny/new-york/364058-the-headless-horseman/menu/	American (New), Tapas	119 E 15th St New York, NY, 10003	-73.9885442	40.7348845	true
Alphabet Scoop	/ny/new-york/361983-alphabet-scoop/menu/	Desserts	543 E 11th St New York, NY, 10009	-73.97990301707512	40.7278357	true
Morocho Peruvian Fusion	/ny/new-york/362821-morocho-peruvian-fusion/menu/	Peruvian, Vegetarian, South American, Nuevo Latino	1 Union Square W New York, NY, 10011	0	0	false
Buongiorno Espresso Bar	/ny/new-york/363254-buongiorno-espresso-bar/menu/	Italian, Coffee & Tea	502 9th Ave New York, NY, 10018	-73.99410135938365	40.7559265	true
Izakaya Moku	/ny/new-york/358575-izakaya-moku/menu/	Japanese	10 W 32nd St New York, NY, 10001	-73.9864627	40.7473106	true
Hot Pot Under the Tree	/ny/new-york/358673-hot-pot-under-the-tree/menu/	Jamaican, Caribbean	2839 Frederick Douglas Blvd New York, NY, 10039	0	0	false
5C Cafe	/ny/new-york/358278-5c-cafe/menu/	Coffee & Tea, Vegetarian, Healthy, Vegan	68 Avenue C New York, NY, 10009	-73.979661	40.7227283	true
Schapiro's	/ny/new-york/356784-schapiro-s/menu/	American (New), Eastern European, Cocktails	120 Rivington St New York, NY, 10002	-73.98719096149462	40.719910049999996	true
Cafe Buunni	/ny/new-york/356839-cafe-buunni/menu/	Coffee & Tea, Local/Organic	213 Pinehurst Ave New York, NY, 10033	-73.9377454	40.8551761	true
Balilo	/ny/new-york/357234-balilo/menu/	Diner	600 W 57th St New York, NY, 10019	-73.9918498	40.7703825	true
Wafels & Dinges	/ny/new-york/360691-wafels-dinges/menu/	Belgian, Coffee & Tea, Desserts	15 Avenue B New York, NY, 10009	-73.98328145132176	40.7218257	true
Silvana	/ny/new-york/360444-silvana/menu/	Middle Eastern, Vegetarian	300 W 116th St New York, NY, 10026	-73.9557314	40.8044008	true
Ramen Misoya	/ny/new-york/354448-ramen-misoya/menu/	Japanese, Noodles	129 2nd Ave New York, NY, 10003	-73.98810013290193	40.728519950000006	true
Multi Tastes Diner	/ny/new-york/355930-multi-tastes-diner/menu/	Chinese, Diner, Pizza	23 St James Pl New York, NY, 10038	-73.9998293	40.7113535	true
First Ave Pierogi & Deli	/ny/new-york/355605-first-ave-pierogi-deli/menu/	Polish, Deli Food, Eastern European	130 1st Ave New York, NY, 10009	-73.98518974999999	40.727348649999996	true
Coolhaus	/ny/new-york/355488-coolhaus/menu/	Desserts	Location Varies New York, NY, 10010	0	0	false
Pulse Karaoke Lounge	/ny/new-york/352333-pulse-karaoke-lounge/menu/	Eclectic & International, Bar Food, Cocktails	135 W 41st St New York, NY, 10036	-73.9857121	40.7547656	true
Sunrise Mart	/ny/new-york/353388-sunrise-mart/menu/	Japanese, Sushi	12 E 41st St New York, NY, 10017	-73.9807341	40.7524184	true
Goodman's Cafe	/ny/new-york/353665-goodman-s-cafe/menu/	American (New), Coffee & Tea, Sandwiches, Salads	754 5th Ave New York, NY, 10019	-73.973738	40.7635908	true
Lobster Boat Restaurant	/ny/new-york/354140-lobster-boat-restaurant/menu/	Chinese, Seafood	11 Mott St New York, NY, 10013	-73.99896129292551	40.71403855	true
Pop @ Pod	/ny/new-york/475900-pop-pod/menu/	Burgers, Hot Dogs	230 E 51st St New York, NY, 10022	-73.96909164907899	40.7557125	true
City of Saints	/ny/new-york/476467-city-of-saints/menu/	Coffee & Tea	79 E 10th St New York, NY, 10003	-73.9899196	40.7312029	true
Serena's Wine Bar Cafe	/ny/new-york/476809-serena-s-wine-bar-cafe/menu/	Alcohol, Tapas	1268 2nd Ave New York, NY, 10065	-73.960854	40.7652194	true
Hakata Hot Pot	/ny/new-york/478085-hakata-hot-pot/menu/	Japanese, Soups	58 St Marks Pl New York, NY, 10003	-73.98665742200689	40.727928	true
Pier A	/ny/new-york/477873-pier-a/menu/	Seafood	22 Battery Pl New York, NY, 10004	-74.01749	40.7044799	true
Cotenna	/ny/new-york/477119-cotenna/menu/	Italian	21 Bedford St New York, NY, 10014	-74.00365674543565	40.7290036	true
Melt Shop	/ny/new-york/385854-melt-shop/menu/	Sandwiches	135 W 50th St New York, NY, 10020	-73.9823969	40.7608683	true
Emmett's	/ny/new-york/380539-emmett-s/menu/	Pizza, Sandwiches	50 MacDougal St New York, NY, 10012	-74.0025442	40.7273671	true
Bleecker Kitchen & Co	/ny/new-york/385267-bleecker-kitchen-co/menu/	American	643 Broadway New York, NY, 10012	-73.9958817	40.7267174	true
Bonnie Vee	/ny/new-york/386403-bonnie-vee/menu/	Bar Food	17 Stanton St New York, NY, 10002	-73.99215465046237	40.72238405	true
Dolce Gelato NYC	/ny/new-york/386757-dolce-gelato-nyc/menu/	Coffee & Tea, Desserts	33 Barrow St New York, NY, 10014	-74.003278	40.732349	true
By the Way Bakery	/ny/new-york/388835-by-the-way-bakery/menu/	Bakery & Pastries	2442 Broadway New York, NY, 10024	-73.9741523	40.7909404	true
Arts & Crafts Beer Parlor	/ny/new-york/389342-arts-crafts-beer-parlor/menu/	Bar Food	26 W 8th St New York, NY, 10011	-73.99781918257918	40.7327088	true
Pita Grill	/ny/new-york/389453-pita-grill/menu/	Middle Eastern	1028 Amsterdam Ave New York, NY, 10025	-73.9637363	40.8034675	true
Relleno-El Punto de la Picadera	/ny/new-york/396364-relleno-el-punto-de-la-picadera/menu/	Puerto Rican, Latin American	346 Audubon Ave New York, NY, 10033	-73.931825375	40.8496055	true
Revolution Sandwich NY	/ny/new-york/401401-revolution-sandwich-ny/menu/	Sandwiches	52 Walker St New York, NY, 10013	-74.0033229	40.7190784	true
NY Grill & Deli	/ny/new-york/434725-ny-grill-deli/menu/	Deli Food, Sandwiches	208 Rivington St New York, NY, 10002	-73.9828625	40.7184907	true
August Gatherings	/ny/new-york/438159-august-gatherings/menu/	Chinese	266 Canal St New York, NY, 10013	-74.0012084	40.7186763	true
Rustico	/ny/new-york/424311-rustico/menu/	Coffee & Tea, Crepes	135 1st Ave New York, NY, 10003	-73.9853728	40.7278156	true
Garden Gourmet	/ny/new-york/424415-garden-gourmet/menu/	Deli Food, Sandwiches, Salads	2019 1st Ave New York, NY, 10029	-73.9405047	40.7890156	true
Kipsey's	/ny/new-york/322224-kipsey-s/menu/	American	438 2nd Ave New York, NY, 10010	-73.7823976	42.63929645	true
Royal Curry and Kabob	/ny/new-york/353088-royal-curry-and-kabob/menu/	Indian	19-25 St Nicholas Ave New York, NY, 10026	-73.95253429411764	40.79929529411765	true
WINE30	/ny/new-york/345058-wine30/menu/		41 E 30th St New York, NY, 10016	-73.98371215	40.7449869	true
Bawarchi Indian Cuisine	/ny/new-york/334559-bawarchi-indian-cuisine/menu/	Indian	1546 Madison Ave New York, NY, 10029	-73.9503189	40.7927565	true
Vitae	/ny/new-york/318067-vitae/menu/		4 E 46th St New York, NY, 10017	-73.97852485598906	40.755613	true
Ground Support	/ny/new-york/367923-ground-support/menu/	Coffee & Tea, Sandwiches	399 W Broadway New York, NY, 10012	-74.0019929	40.7242595	true
Sedutto	/ny/new-york/354235-sedutto/menu/	Desserts	1498 1st Ave New York, NY, 10021	-73.9560696	40.7677068	true
Cafe BonJour Deli & Pizza	/ny/new-york/309377-cafe-bonjour-deli-pizza/menu/	Mediterranean, Deli Food, Pizza, Sandwiches	18 W 38th St New York, NY, 10018	-73.98382726333477	40.7511865	true
